date,day_of_week,month,product_name,category,selling_price,stock_before_sale,payment_method,quantity_sold
2025-02-11,Tuesday,2,Biscuit,Snacks,25,61,UPI,13
2025-10-16,Thursday,10,Milk,Dairy,60,71,Card,16
2025-10-02,Thursday,10,Bread,Bakery,35,57,Card,17
2025-12-15,Monday,12,Sugar,Grocery,45,72,Cash,7
2025-09-19,Friday,9,Maggi,Grocery,15,42,UPI,19
2025-08-22,Friday,8,Tea,Beverage,120,34,Cash,11
2025-06-07,Saturday,6,Toothpaste,Personal Care,95,46,Cash,10
2025-10-24,Friday,10,Biscuit,Snacks,25,58,UPI,11
2025-01-31,Friday,1,Maggi,Grocery,15,66,UPI,16
2025-03-11,Tuesday,3,Rice,Grocery,70,51,Card,8
2025-07-13,Sunday,7,Rice,Grocery,70,74,Card,11
2025-03-10,Monday,3,Cold Drink,Beverage,40,35,UPI,8
2025-09-28,Sunday,9,Tea,Beverage,120,32,Cash,12
2025-08-26,Tuesday,8,Butter,Dairy,55,55,UPI,8
2025-05-07,Wednesday,5,Chips,Snacks,20,53,UPI,11
2025-02-27,Thursday,2,Bread,Bakery,35,75,UPI,13
2025-01-09,Thursday,1,Biscuit,Snacks,25,43,UPI,10
2025-08-17,Sunday,8,Soap,Personal Care,40,44,Cash,9
2025-04-30,Wednesday,4,Rice,Grocery,70,42,Cash,9
2025-03-13,Thursday,3,Biscuit,Snacks,25,51,UPI,13
2025-10-22,Wednesday,10,Juice,Beverage,55,71,Cash,13
2025-05-02,Friday,5,Chips,Snacks,20,39,Card,10
2025-07-31,Thursday,7,Tea,Beverage,120,46,UPI,9
2025-03-31,Monday,3,Juice,Beverage,55,63,UPI,8
2025-11-26,Wednesday,11,Butter,Dairy,55,53,Cash,13
2025-06-03,Tuesday,6,Rice,Grocery,70,39,Cash,8
2025-04-26,Saturday,4,Sugar,Grocery,45,61,Card,12
2025-08-02,Saturday,8,Coffee,Beverage,180,42,UPI,14
2025-06-19,Thursday,6,Milk,Dairy,60,62,Cash,14
2025-04-08,Tuesday,4,Maggi,Grocery,15,53,UPI,16
2025-01-21,Tuesday,1,Soap,Personal Care,40,34,Cash,2
2025-12-10,Wednesday,12,Coffee,Beverage,180,61,UPI,11
2025-06-05,Thursday,6,Cold Drink,Beverage,40,44,Card,12
2025-09-03,Wednesday,9,Maggi,Grocery,15,81,Cash,17
2025-05-03,Saturday,5,Bread,Bakery,35,91,UPI,22
2025-11-29,Saturday,11,Sugar,Grocery,45,60,UPI,17
2025-02-20,Thursday,2,Tea,Beverage,120,78,Cash,10
2025-07-09,Wednesday,7,Juice,Beverage,55,53,UPI,7
2025-03-16,Sunday,3,Cold Drink,Beverage,40,66,Card,11
2025-08-02,Saturday,8,Coffee,Beverage,180,41,UPI,9
2025-05-06,Tuesday,5,Rice,Grocery,70,63,Cash,8
2025-05-12,Monday,5,Toothpaste,Personal Care,95,73,Cash,7
2025-03-28,Friday,3,Tea,Beverage,120,39,UPI,9
2025-04-05,Saturday,4,Tea,Beverage,120,67,UPI,14
2025-12-09,Tuesday,12,Chips,Snacks,20,76,UPI,8
2025-11-19,Wednesday,11,Bread,Bakery,35,81,UPI,16
2025-08-22,Friday,8,Bread,Bakery,35,38,Cash,15
2025-11-12,Wednesday,11,Toothpaste,Personal Care,95,33,UPI,12
2025-01-07,Tuesday,1,Tea,Beverage,120,80,UPI,14
2025-01-09,Thursday,1,Butter,Dairy,55,72,Cash,8
2025-04-02,Wednesday,4,Chips,Snacks,20,34,UPI,8
2025-11-14,Friday,11,Bread,Bakery,35,56,Cash,19
2025-07-27,Sunday,7,Maggi,Grocery,15,61,Card,26
2025-12-17,Wednesday,12,Bread,Bakery,35,74,Card,13
2025-01-17,Friday,1,Toothpaste,Personal Care,95,49,UPI,4
2025-01-29,Wednesday,1,Tea,Beverage,120,36,UPI,11
2025-06-19,Thursday,6,Sugar,Grocery,45,36,Card,10
2025-04-28,Monday,4,Juice,Beverage,55,65,UPI,15
2025-12-17,Wednesday,12,Juice,Beverage,55,61,Cash,7
2025-06-11,Wednesday,6,Maggi,Grocery,15,49,Cash,16
2025-12-31,Wednesday,12,Biscuit,Snacks,25,36,UPI,12
2025-10-18,Saturday,10,Coffee,Beverage,180,84,Cash,16
2025-12-19,Friday,12,Chips,Snacks,20,60,Cash,8
2025-02-20,Thursday,2,Milk,Dairy,60,51,Cash,17
2025-11-11,Tuesday,11,Milk,Dairy,60,42,Cash,21
2025-08-19,Tuesday,8,Chips,Snacks,20,45,UPI,11
2025-08-10,Sunday,8,Juice,Beverage,55,75,UPI,13
2025-06-01,Sunday,6,Biscuit,Snacks,25,38,UPI,13
2025-11-21,Friday,11,Rice,Grocery,70,51,UPI,11
2025-06-07,Saturday,6,Maggi,Grocery,15,92,UPI,24
2025-04-06,Sunday,4,Maggi,Grocery,15,80,Cash,25
2025-01-14,Tuesday,1,Rice,Grocery,70,47,Cash,5
2025-06-16,Monday,6,Soap,Personal Care,40,25,UPI,5
2025-02-13,Thursday,2,Rice,Grocery,70,44,Cash,9
2025-07-14,Monday,7,Bread,Bakery,35,42,UPI,14
2025-03-16,Sunday,3,Milk,Dairy,60,65,UPI,18
2025-02-09,Sunday,2,Milk,Dairy,60,56,Cash,21
2025-11-12,Wednesday,11,Tea,Beverage,120,44,UPI,16
2025-06-20,Friday,6,Juice,Beverage,55,58,UPI,17
2025-11-30,Sunday,11,Sugar,Grocery,45,58,Cash,18
2025-09-03,Wednesday,9,Biscuit,Snacks,25,42,Card,11
2025-05-30,Friday,5,Butter,Dairy,55,63,Cash,7
2025-05-24,Saturday,5,Milk,Dairy,60,49,Card,22
2025-10-07,Tuesday,10,Bread,Bakery,35,41,Card,20
2025-12-29,Monday,12,Sugar,Grocery,45,55,Cash,7
2025-02-05,Wednesday,2,Chips,Snacks,20,74,UPI,11
2025-05-04,Sunday,5,Shampoo,Personal Care,180,72,UPI,7
2025-08-18,Monday,8,Rice,Grocery,70,59,Cash,9
2025-12-21,Sunday,12,Tea,Beverage,120,90,Card,20
2025-10-02,Thursday,10,Biscuit,Snacks,25,80,UPI,11
2025-03-27,Thursday,3,Toothpaste,Personal Care,95,30,Cash,8
2025-11-28,Friday,11,Toothpaste,Personal Care,95,81,UPI,11
2025-05-13,Tuesday,5,Maggi,Grocery,15,69,Cash,17
2025-12-19,Friday,12,Coffee,Beverage,180,59,UPI,11
2025-12-14,Sunday,12,Sugar,Grocery,45,46,UPI,17
2025-02-23,Sunday,2,Maggi,Grocery,15,49,UPI,24
2025-03-14,Friday,3,Juice,Beverage,55,46,UPI,7
2025-09-24,Wednesday,9,Chips,Snacks,20,53,UPI,11
2025-12-23,Tuesday,12,Sugar,Grocery,45,49,UPI,9
2025-12-30,Tuesday,12,Maggi,Grocery,15,37,Cash,16
2025-12-13,Saturday,12,Toothpaste,Personal Care,95,62,UPI,9
2025-10-14,Tuesday,10,Bread,Bakery,35,55,Cash,21
2025-04-06,Sunday,4,Shampoo,Personal Care,180,31,Cash,10
2025-08-19,Tuesday,8,Cold Drink,Beverage,40,57,UPI,10
2025-04-16,Wednesday,4,Biscuit,Snacks,25,79,Cash,11
2025-10-23,Thursday,10,Chips,Snacks,20,45,UPI,14
2025-02-28,Friday,2,Bread,Bakery,35,77,Card,15
2025-11-24,Monday,11,Tea,Beverage,120,66,Cash,21
2025-08-23,Saturday,8,Milk,Dairy,60,85,Cash,22
2025-11-11,Tuesday,11,Milk,Dairy,60,57,UPI,17
2025-04-04,Friday,4,Milk,Dairy,60,80,UPI,16
2025-11-02,Sunday,11,Rice,Grocery,70,48,UPI,17
2025-11-27,Thursday,11,Tea,Beverage,120,55,UPI,17
2025-08-19,Tuesday,8,Milk,Dairy,60,41,Card,18
2025-09-06,Saturday,9,Juice,Beverage,55,54,Card,10
2025-09-11,Thursday,9,Tea,Beverage,120,73,UPI,10
2025-08-16,Saturday,8,Biscuit,Snacks,25,41,Cash,16
2025-04-23,Wednesday,4,Chips,Snacks,20,32,UPI,10
2025-03-28,Friday,3,Tea,Beverage,120,66,Cash,10
2025-10-09,Thursday,10,Biscuit,Snacks,25,42,UPI,15
2025-07-07,Monday,7,Tea,Beverage,120,79,UPI,11
2025-10-07,Tuesday,10,Biscuit,Snacks,25,41,Cash,15
2025-05-07,Wednesday,5,Toothpaste,Personal Care,95,28,UPI,6
2025-02-14,Friday,2,Milk,Dairy,60,44,Cash,17
2025-10-29,Wednesday,10,Bread,Bakery,35,81,UPI,21
2025-04-16,Wednesday,4,Soap,Personal Care,40,26,Cash,3
2025-11-02,Sunday,11,Tea,Beverage,120,62,Cash,24
2025-09-21,Sunday,9,Juice,Beverage,55,77,Cash,9
2025-05-22,Thursday,5,Juice,Beverage,55,80,Card,16
2025-12-31,Wednesday,12,Bread,Bakery,35,50,Cash,15
2025-09-08,Monday,9,Toothpaste,Personal Care,95,61,Cash,5
2025-07-12,Saturday,7,Shampoo,Personal Care,180,67,Cash,7
2025-07-26,Saturday,7,Biscuit,Snacks,25,82,Card,18
2025-09-07,Sunday,9,Rice,Grocery,70,34,Card,14
2025-02-17,Monday,2,Chips,Snacks,20,71,Cash,11
2025-02-02,Sunday,2,Milk,Dairy,60,57,Card,24
2025-09-11,Thursday,9,Chips,Snacks,20,50,Cash,10
2025-10-23,Thursday,10,Milk,Dairy,60,72,Cash,21
2025-01-25,Saturday,1,Cold Drink,Beverage,40,69,Cash,9
2025-03-05,Wednesday,3,Sugar,Grocery,45,55,UPI,7
2025-08-08,Friday,8,Butter,Dairy,55,69,Card,5
2025-06-04,Wednesday,6,Cold Drink,Beverage,40,39,Cash,14
2025-07-10,Thursday,7,Bread,Bakery,35,37,UPI,14
2025-12-25,Thursday,12,Milk,Dairy,60,62,Cash,15
2025-01-01,Wednesday,1,Biscuit,Snacks,25,60,UPI,10
2025-09-23,Tuesday,9,Soap,Personal Care,40,25,UPI,5
2025-03-03,Monday,3,Milk,Dairy,60,81,UPI,17
2025-07-16,Wednesday,7,Maggi,Grocery,15,82,Cash,16
2025-07-08,Tuesday,7,Maggi,Grocery,15,46,UPI,18
2025-03-10,Monday,3,Chips,Snacks,20,33,UPI,9
2025-11-29,Saturday,11,Maggi,Grocery,15,93,UPI,27
2025-07-30,Wednesday,7,Biscuit,Snacks,25,76,UPI,13
2025-02-21,Friday,2,Bread,Bakery,35,82,UPI,14
2025-06-29,Sunday,6,Biscuit,Snacks,25,87,UPI,17
2025-02-13,Thursday,2,Milk,Dairy,60,70,Cash,15
2025-05-26,Monday,5,Biscuit,Snacks,25,71,Card,9
2025-11-07,Friday,11,Bread,Bakery,35,57,Cash,19
2025-05-03,Saturday,5,Chips,Snacks,20,44,UPI,17
2025-02-06,Thursday,2,Shampoo,Personal Care,180,25,Card,5
2025-03-09,Sunday,3,Juice,Beverage,55,61,UPI,15
2025-08-30,Saturday,8,Toothpaste,Personal Care,95,64,UPI,7
2025-01-21,Tuesday,1,Milk,Dairy,60,84,UPI,14
2025-12-31,Wednesday,12,Milk,Dairy,60,87,UPI,18
2025-02-12,Wednesday,2,Biscuit,Snacks,25,67,Cash,13
2025-06-08,Sunday,6,Milk,Dairy,60,54,Card,21
2025-06-17,Tuesday,6,Bread,Bakery,35,73,Cash,16
2025-12-15,Monday,12,Chips,Snacks,20,47,Cash,8
2025-05-03,Saturday,5,Biscuit,Snacks,25,38,Card,13
2025-11-10,Monday,11,Maggi,Grocery,15,82,Cash,20
2025-03-03,Monday,3,Biscuit,Snacks,25,74,UPI,9
2025-09-12,Friday,9,Maggi,Grocery,15,71,UPI,18
2025-05-13,Tuesday,5,Chips,Snacks,20,52,UPI,9
2025-05-18,Sunday,5,Chips,Snacks,20,52,Cash,11
2025-02-02,Sunday,2,Milk,Dairy,60,83,UPI,23
2025-07-04,Friday,7,Sugar,Grocery,45,57,Card,6
2025-03-22,Saturday,3,Bread,Bakery,35,74,Cash,18
2025-09-18,Thursday,9,Maggi,Grocery,15,38,Card,16
2025-01-24,Friday,1,Maggi,Grocery,15,62,UPI,19
2025-01-19,Sunday,1,Bread,Bakery,35,57,UPI,23
2025-06-13,Friday,6,Rice,Grocery,70,31,Cash,7
2025-12-11,Thursday,12,Maggi,Grocery,15,47,UPI,16
2025-01-24,Friday,1,Tea,Beverage,120,62,Card,13
2025-06-09,Monday,6,Biscuit,Snacks,25,36,Cash,11
2025-04-13,Sunday,4,Maggi,Grocery,15,95,UPI,25
2025-08-26,Tuesday,8,Shampoo,Personal Care,180,60,Card,3
2025-04-11,Friday,4,Butter,Dairy,55,76,Cash,8
2025-07-29,Tuesday,7,Bread,Bakery,35,47,UPI,13
2025-12-22,Monday,12,Shampoo,Personal Care,180,42,UPI,1
2025-06-07,Saturday,6,Toothpaste,Personal Care,95,61,Card,8
2025-01-31,Friday,1,Rice,Grocery,70,71,UPI,6
2025-04-29,Tuesday,4,Maggi,Grocery,15,66,Cash,20
2025-02-13,Thursday,2,Rice,Grocery,70,35,UPI,9
2025-07-21,Monday,7,Shampoo,Personal Care,180,58,Cash,1
2025-03-08,Saturday,3,Sugar,Grocery,45,48,Card,12
2025-07-21,Monday,7,Juice,Beverage,55,47,UPI,7
2025-04-14,Monday,4,Bread,Bakery,35,83,Cash,14
2025-02-24,Monday,2,Maggi,Grocery,15,65,UPI,17
2025-10-02,Thursday,10,Rice,Grocery,70,58,UPI,10
2025-03-03,Monday,3,Milk,Dairy,60,44,Cash,14
2025-12-27,Saturday,12,Milk,Dairy,60,54,Cash,21
2025-02-16,Sunday,2,Milk,Dairy,60,65,UPI,20
2025-05-14,Wednesday,5,Toothpaste,Personal Care,95,26,Card,5
2025-10-12,Sunday,10,Cold Drink,Beverage,40,65,UPI,16
2025-03-04,Tuesday,3,Chips,Snacks,20,31,Cash,8
2025-03-08,Saturday,3,Butter,Dairy,55,54,Cash,11
2025-02-13,Thursday,2,Juice,Beverage,55,66,UPI,9
2025-01-12,Sunday,1,Chips,Snacks,20,73,UPI,12
2025-06-19,Thursday,6,Maggi,Grocery,15,38,Card,16
2025-10-21,Tuesday,10,Maggi,Grocery,15,75,UPI,24
2025-03-30,Sunday,3,Toothpaste,Personal Care,95,41,UPI,10
2025-03-18,Tuesday,3,Sugar,Grocery,45,65,Cash,6
2025-06-01,Sunday,6,Bread,Bakery,35,77,UPI,22
2025-07-16,Wednesday,7,Maggi,Grocery,15,63,UPI,17
2025-09-27,Saturday,9,Cold Drink,Beverage,40,84,UPI,14
2025-07-03,Thursday,7,Rice,Grocery,70,62,Cash,8
2025-10-17,Friday,10,Milk,Dairy,60,58,UPI,21
2025-04-23,Wednesday,4,Milk,Dairy,60,83,UPI,14
2025-08-30,Saturday,8,Chips,Snacks,20,86,Cash,17
2025-03-23,Sunday,3,Bread,Bakery,35,79,UPI,17
2025-01-29,Wednesday,1,Tea,Beverage,120,59,UPI,15
2025-03-30,Sunday,3,Chips,Snacks,20,70,UPI,13
2025-07-03,Thursday,7,Biscuit,Snacks,25,34,Cash,13
2025-10-18,Saturday,10,Milk,Dairy,60,60,Cash,28
2025-09-10,Wednesday,9,Chips,Snacks,20,51,UPI,12
2025-01-29,Wednesday,1,Maggi,Grocery,15,75,UPI,17
2025-01-01,Wednesday,1,Tea,Beverage,120,48,Cash,16
2025-04-01,Tuesday,4,Milk,Dairy,60,39,UPI,16
2025-03-14,Friday,3,Coffee,Beverage,180,56,Card,3
2025-07-11,Friday,7,Juice,Beverage,55,65,UPI,8
2025-03-11,Tuesday,3,Milk,Dairy,60,81,Card,15
2025-09-07,Sunday,9,Chips,Snacks,20,79,Card,14
2025-11-11,Tuesday,11,Biscuit,Snacks,25,76,Cash,14
2025-06-07,Saturday,6,Bread,Bakery,35,50,Cash,19
2025-10-21,Tuesday,10,Juice,Beverage,55,36,UPI,14
2025-11-10,Monday,11,Milk,Dairy,60,47,Card,21
2025-02-09,Sunday,2,Bread,Bakery,35,59,UPI,19
2025-02-15,Saturday,2,Cold Drink,Beverage,40,34,UPI,14
2025-02-04,Tuesday,2,Bread,Bakery,35,51,Cash,15
2025-01-25,Saturday,1,Biscuit,Snacks,25,84,UPI,18
2025-07-31,Thursday,7,Bread,Bakery,35,60,UPI,16
2025-09-03,Wednesday,9,Rice,Grocery,70,70,Cash,9
2025-08-20,Wednesday,8,Bread,Bakery,35,35,UPI,13
2025-02-23,Sunday,2,Milk,Dairy,60,49,Card,19
2025-02-08,Saturday,2,Bread,Bakery,35,61,Cash,20
2025-09-05,Friday,9,Soap,Personal Care,40,49,Card,2
2025-08-11,Monday,8,Bread,Bakery,35,37,UPI,14
2025-04-08,Tuesday,4,Bread,Bakery,35,80,Cash,16
2025-10-04,Saturday,10,Juice,Beverage,55,51,UPI,16
2025-10-09,Thursday,10,Rice,Grocery,70,34,UPI,11
2025-05-31,Saturday,5,Sugar,Grocery,45,48,UPI,16
2025-11-23,Sunday,11,Bread,Bakery,35,50,UPI,23
2025-09-08,Monday,9,Rice,Grocery,70,32,Cash,7
2025-07-09,Wednesday,7,Rice,Grocery,70,51,UPI,8
2025-08-14,Thursday,8,Maggi,Grocery,15,55,UPI,19
2025-02-01,Saturday,2,Milk,Dairy,60,43,Cash,18
2025-07-31,Thursday,7,Chips,Snacks,20,46,Cash,12
2025-09-25,Thursday,9,Chips,Snacks,20,65,Cash,11
2025-10-21,Tuesday,10,Juice,Beverage,55,50,UPI,11
2025-01-18,Saturday,1,Cold Drink,Beverage,40,70,Cash,17
2025-11-14,Friday,11,Toothpaste,Personal Care,95,75,UPI,7
2025-03-27,Thursday,3,Juice,Beverage,55,38,UPI,6
2025-12-16,Tuesday,12,Rice,Grocery,70,40,Card,8
2025-11-01,Saturday,11,Shampoo,Personal Care,180,35,UPI,10
2025-06-16,Monday,6,Rice,Grocery,70,60,UPI,7
2025-12-25,Thursday,12,Cold Drink,Beverage,40,67,UPI,10
2025-08-01,Friday,8,Rice,Grocery,70,35,Cash,6
2025-02-21,Friday,2,Coffee,Beverage,180,59,Cash,3
2025-10-02,Thursday,10,Chips,Snacks,20,51,UPI,15
2025-11-08,Saturday,11,Tea,Beverage,120,66,UPI,21
2025-12-22,Monday,12,Soap,Personal Care,40,27,UPI,5
2025-12-20,Saturday,12,Cold Drink,Beverage,40,77,UPI,10
2025-07-10,Thursday,7,Milk,Dairy,60,55,Cash,14
2025-05-24,Saturday,5,Milk,Dairy,60,54,UPI,20
2025-08-15,Friday,8,Butter,Dairy,55,43,Cash,6
2025-02-15,Saturday,2,Soap,Personal Care,40,42,Card,9
2025-09-06,Saturday,9,Rice,Grocery,70,37,UPI,14
2025-06-09,Monday,6,Bread,Bakery,35,62,UPI,17
2025-10-19,Sunday,10,Chips,Snacks,20,47,Cash,15
2025-08-22,Friday,8,Bread,Bakery,35,56,Cash,13
2025-08-26,Tuesday,8,Milk,Dairy,60,63,Cash,18
2025-01-16,Thursday,1,Maggi,Grocery,15,60,UPI,17
2025-08-31,Sunday,8,Sugar,Grocery,45,59,UPI,17
2025-05-13,Tuesday,5,Chips,Snacks,20,46,UPI,8
2025-10-20,Monday,10,Maggi,Grocery,15,81,UPI,20
2025-11-30,Sunday,11,Bread,Bakery,35,71,Card,21
2025-11-04,Tuesday,11,Toothpaste,Personal Care,95,43,Cash,7
2025-12-31,Wednesday,12,Juice,Beverage,55,54,Card,7
2025-08-24,Sunday,8,Chips,Snacks,20,63,UPI,14
2025-11-16,Sunday,11,Tea,Beverage,120,74,Card,22
2025-07-11,Friday,7,Butter,Dairy,55,69,Cash,8
2025-12-17,Wednesday,12,Milk,Dairy,60,64,UPI,14
2025-11-24,Monday,11,Butter,Dairy,55,46,Cash,10
2025-11-30,Sunday,11,Juice,Beverage,55,67,Cash,14
2025-11-04,Tuesday,11,Cold Drink,Beverage,40,76,UPI,13
2025-09-12,Friday,9,Maggi,Grocery,15,54,Card,18
2025-01-19,Sunday,1,Rice,Grocery,70,48,UPI,16
2025-12-18,Thursday,12,Biscuit,Snacks,25,73,Cash,13
2025-12-10,Wednesday,12,Cold Drink,Beverage,40,60,UPI,8
2025-12-03,Wednesday,12,Bread,Bakery,35,48,UPI,17
2025-05-13,Tuesday,5,Sugar,Grocery,45,78,Card,10
2025-06-21,Saturday,6,Juice,Beverage,55,50,Cash,16
2025-06-19,Thursday,6,Milk,Dairy,60,52,Cash,16
2025-03-02,Sunday,3,Sugar,Grocery,45,72,Cash,12
2025-02-06,Thursday,2,Juice,Beverage,55,40,UPI,8
2025-07-15,Tuesday,7,Cold Drink,Beverage,40,49,UPI,10
2025-03-19,Wednesday,3,Cold Drink,Beverage,40,39,UPI,7
2025-08-23,Saturday,8,Butter,Dairy,55,75,UPI,10
2025-06-20,Friday,6,Maggi,Grocery,15,57,Cash,17
2025-05-21,Wednesday,5,Maggi,Grocery,15,85,Cash,17
2025-03-23,Sunday,3,Coffee,Beverage,180,37,Cash,9
2025-07-26,Saturday,7,Shampoo,Personal Care,180,54,UPI,10
2025-07-11,Friday,7,Tea,Beverage,120,47,Cash,7
2025-01-10,Friday,1,Tea,Beverage,120,45,Cash,11
2025-03-08,Saturday,3,Milk,Dairy,60,72,Cash,20
2025-01-24,Friday,1,Bread,Bakery,35,53,UPI,15
2025-09-26,Friday,9,Tea,Beverage,120,56,Card,9
2025-06-25,Wednesday,6,Butter,Dairy,55,49,Cash,7
2025-07-26,Saturday,7,Bread,Bakery,35,51,Cash,17
2025-01-12,Sunday,1,Maggi,Grocery,15,57,UPI,27
2025-01-20,Monday,1,Biscuit,Snacks,25,72,UPI,12
2025-01-25,Saturday,1,Tea,Beverage,120,78,Cash,17
2025-03-01,Saturday,3,Maggi,Grocery,15,69,UPI,25
2025-12-26,Friday,12,Milk,Dairy,60,48,Cash,15
2025-06-04,Wednesday,6,Shampoo,Personal Care,180,66,UPI,4
2025-11-15,Saturday,11,Tea,Beverage,120,75,Cash,23
2025-02-28,Friday,2,Maggi,Grocery,15,67,UPI,16
2025-05-15,Thursday,5,Bread,Bakery,35,49,UPI,17
2025-03-24,Monday,3,Rice,Grocery,70,60,UPI,5
2025-09-04,Thursday,9,Bread,Bakery,35,50,UPI,15
2025-02-26,Wednesday,2,Toothpaste,Personal Care,95,70,UPI,8
2025-09-19,Friday,9,Juice,Beverage,55,71,Cash,5
2025-11-26,Wednesday,11,Cold Drink,Beverage,40,50,UPI,12
2025-03-31,Monday,3,Maggi,Grocery,15,54,UPI,16
2025-08-07,Thursday,8,Toothpaste,Personal Care,95,30,Card,4
2025-01-05,Sunday,1,Cold Drink,Beverage,40,52,UPI,11
2025-11-15,Saturday,11,Sugar,Grocery,45,56,UPI,15
2025-08-22,Friday,8,Rice,Grocery,70,51,Cash,7
2025-08-04,Monday,8,Sugar,Grocery,45,34,UPI,7
2025-03-23,Sunday,3,Biscuit,Snacks,25,72,UPI,15
2025-08-13,Wednesday,8,Coffee,Beverage,180,63,UPI,4
2025-01-15,Wednesday,1,Milk,Dairy,60,65,Card,15
2025-07-30,Wednesday,7,Maggi,Grocery,15,41,UPI,19
2025-01-07,Tuesday,1,Toothpaste,Personal Care,95,77,Cash,8
2025-04-25,Friday,4,Biscuit,Snacks,25,64,UPI,11
2025-02-18,Tuesday,2,Biscuit,Snacks,25,74,Cash,12
2025-12-06,Saturday,12,Sugar,Grocery,45,68,Card,13
2025-01-06,Monday,1,Soap,Personal Care,40,55,Cash,3
2025-03-26,Wednesday,3,Chips,Snacks,20,76,UPI,8
2025-05-23,Friday,5,Bread,Bakery,35,65,UPI,13
2025-07-26,Saturday,7,Toothpaste,Personal Care,95,57,UPI,8
2025-02-15,Saturday,2,Coffee,Beverage,180,52,UPI,12
2025-12-01,Monday,12,Tea,Beverage,120,55,UPI,10
2025-01-01,Wednesday,1,Coffee,Beverage,180,69,Cash,10
2025-10-15,Wednesday,10,Cold Drink,Beverage,40,53,UPI,12
2025-04-25,Friday,4,Maggi,Grocery,15,60,Cash,19
2025-08-31,Sunday,8,Soap,Personal Care,40,37,UPI,10
2025-01-02,Thursday,1,Toothpaste,Personal Care,95,48,Cash,6
2025-05-30,Friday,5,Butter,Dairy,55,61,UPI,8
2025-03-26,Wednesday,3,Maggi,Grocery,15,47,Cash,19
2025-07-29,Tuesday,7,Biscuit,Snacks,25,45,Cash,9
2025-07-21,Monday,7,Bread,Bakery,35,63,Cash,14
2025-06-23,Monday,6,Bread,Bakery,35,81,UPI,13
2025-12-11,Thursday,12,Juice,Beverage,55,36,Cash,9
2025-12-04,Thursday,12,Sugar,Grocery,45,62,UPI,10
2025-09-29,Monday,9,Tea,Beverage,120,62,Card,7
2025-09-05,Friday,9,Chips,Snacks,20,81,Card,12
2025-10-24,Friday,10,Bread,Bakery,35,43,UPI,17
2025-06-14,Saturday,6,Soap,Personal Care,40,58,Card,12
2025-05-08,Thursday,5,Juice,Beverage,55,56,Card,15
2025-03-10,Monday,3,Sugar,Grocery,45,53,Cash,7
2025-09-20,Saturday,9,Cold Drink,Beverage,40,55,Cash,15
2025-11-20,Thursday,11,Juice,Beverage,55,42,Cash,9
2025-06-26,Thursday,6,Milk,Dairy,60,80,Cash,15
2025-09-15,Monday,9,Juice,Beverage,55,73,Cash,9
2025-06-30,Monday,6,Biscuit,Snacks,25,63,Cash,13
2025-12-30,Tuesday,12,Juice,Beverage,55,71,Cash,8
2025-05-27,Tuesday,5,Chips,Snacks,20,31,UPI,11
2025-03-16,Sunday,3,Maggi,Grocery,15,51,UPI,19
2025-05-27,Tuesday,5,Chips,Snacks,20,39,Cash,10
2025-06-01,Sunday,6,Biscuit,Snacks,25,39,UPI,17
2025-11-12,Wednesday,11,Sugar,Grocery,45,57,UPI,13
2025-12-23,Tuesday,12,Chips,Snacks,20,74,Cash,10
2025-07-18,Friday,7,Juice,Beverage,55,78,Card,8
2025-10-10,Friday,10,Milk,Dairy,60,83,UPI,16
2025-08-15,Friday,8,Soap,Personal Care,40,63,Cash,3
2025-10-29,Wednesday,10,Toothpaste,Personal Care,95,46,UPI,8
2025-02-08,Saturday,2,Butter,Dairy,55,76,UPI,9
2025-08-08,Friday,8,Rice,Grocery,70,62,UPI,7
2025-05-11,Sunday,5,Bread,Bakery,35,67,Cash,18
2025-03-20,Thursday,3,Bread,Bakery,35,73,UPI,15
2025-11-12,Wednesday,11,Juice,Beverage,55,82,Cash,12
2025-12-29,Monday,12,Milk,Dairy,60,69,UPI,16
2025-02-04,Tuesday,2,Bread,Bakery,35,47,UPI,17
2025-02-17,Monday,2,Tea,Beverage,120,43,Card,9
2025-06-19,Thursday,6,Toothpaste,Personal Care,95,44,UPI,6
2025-09-29,Monday,9,Biscuit,Snacks,25,67,Cash,12
2025-01-05,Sunday,1,Butter,Dairy,55,57,UPI,9
2025-11-15,Saturday,11,Toothpaste,Personal Care,95,56,Card,12
2025-07-17,Thursday,7,Juice,Beverage,55,61,Cash,7
2025-09-22,Monday,9,Maggi,Grocery,15,70,Cash,18
2025-01-23,Thursday,1,Sugar,Grocery,45,69,UPI,8
2025-02-19,Wednesday,2,Tea,Beverage,120,77,UPI,8
2025-02-03,Monday,2,Maggi,Grocery,15,79,Cash,17
2025-12-17,Wednesday,12,Bread,Bakery,35,42,UPI,16
2025-08-11,Monday,8,Chips,Snacks,20,75,Cash,8
2025-06-19,Thursday,6,Maggi,Grocery,15,41,UPI,16
2025-05-09,Friday,5,Bread,Bakery,35,41,Cash,17
2025-05-13,Tuesday,5,Bread,Bakery,35,60,UPI,16
2025-06-11,Wednesday,6,Rice,Grocery,70,49,Cash,5
2025-11-25,Tuesday,11,Tea,Beverage,120,42,Cash,20
2025-09-15,Monday,9,Maggi,Grocery,15,54,Cash,16
2025-02-14,Friday,2,Milk,Dairy,60,84,Card,16
2025-12-05,Friday,12,Rice,Grocery,70,55,UPI,5
2025-07-20,Sunday,7,Bread,Bakery,35,82,UPI,22
